,Title,Start Date,End Date,Description,Venue,Address,City,Postal Code,Country,Organizer,Website,Categories,Image URL,Source URL,desc2
81,Issa Doumbia,2024-03-12T00:00:00+02:00,,"Des histoires drôles et touchantes sur sa perte de poids jusqu’aux péripéties les plus folles de sa carrière, Issa Doumbia se livre sur ses succès, ses peines et ses amours pour la première fois dans ce ciné-spectacle qui transcende les frontières du one-man-show traditionnel.",Grand Kursaal,2 Place du Théâtre,Besançon,25000.0,France,NG productions,https://ngproductions.fr/spectacle/lisa-perrio/65cc7de7d1be9/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/03/doumbia-site.jpg,https://sortir.besancon.fr/evenement/issa-doumbia/,"Issa Doumbia se dévoile pour la première fois dans ce spectacle cinématographique qui dépasse les limites du one-man-show classique. Il partage avec humour et émotion ses expériences personnelles, notamment sa perte de poids, ainsi que les moments les plus surprenants de sa carrière. Cette plongée dans son univers intime révèle ses succès, ses déboires et ses amours, offrant au public un spectacle unique qui va bien au-delà d'une simple représentation théâtrale. Grâce à ce format novateur, Issa Doumbia se livre avec une franchise et une authenticité rares, créant ainsi un lien profond avec le public qui suit son parcours à travers les hauts et les bas de sa vie. Les histoires drôles et touchantes qu'il partage créent un spectacle cinématographique qui est à la fois amusant et émouvant, offrant au public une expérience inoubliable."
82,Pierre Thevenoux,2024-03-20T00:00:00+02:00,,"Après être passé par le Jamel Comedy Club et s’être rodé sur les scènes parisiennes, Pierre vous propose 1 heure 20 de stand-up grinçant et efficace.",Grand Kursaal,2 Place du Théâtre,Besançon,25000.0,France,NG productions,https://ngproductions.fr/spectacle/pierre-thevenoux/65df1239eeb05/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/03/thevenoux-site.jpg,https://sortir.besancon.fr/evenement/pierre-thevenoux/,"Après avoir fait ses armes au Jamel Comedy Club et s'être produit sur les plus grandes scènes parisiennes, Pierre vous offre maintenant un spectacle de stand-up unique et inoubliable d'une heure vingt. Cette performance grinçante et efficace est le fruit de son expérience et de sa maîtrise de l'humour. Vous allez passer un moment inoubliable en sa compagnie, avec des punchlines qui vont vous faire rire à gorge déployée et des anecdotes qui vont vous faire vous sentir comme si vous étiez aux premières loges d'un spectacle privé. Pierre vous emmène dans un univers où l'humour est roi, où les mots sont choisis pour leur impact et où chaque seconde compte. Vous allez découvrir un humour frais, décalé et subtile qui vous fera oublier vos soucis et vous laisser avec un grand sourire sur le visage. Alors n'hésitez plus et venez découvrir Pierre en solo, prêt à vous faire rire comme jamais !"
83,Blandine Lehout (humour),2024-03-28T00:00:00+02:00,,"Blandine, c’est un peu la pote qu’on aimerait avoir dans sa bande…du moins c’est ce qu’elle pense !",Petit Kursaal,2 Place du Théâtre,Besançon,25000.0,France,NG productions,https://ngproductions.fr/spectacle/blandine-lehout/6560e498baf82/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/01/Template-Affiche-Siteweb-BlandineLehout.jpg,https://sortir.besancon.fr/evenement/blandine-lehout-humour-2/,"Blandine, c'est cette fille qu'on aurait envie d'avoir comme meilleure amie, du moins, c'est ce qu'elle croit ! Elle est convaincue que sa présence dans un groupe rendrait tout plus intéressant, plus amusant et plus agréable. Selon elle, ses amis seraient chanceux de l'avoir à leurs côtés, car elle apporterait une touche de fraîcheur et d'originalité qui leur manque. Elle est persuadée que sa présence ferait la différence, qu'elle serait la petite étincelle qui allumerait la flamme de l'amitié. Blandine se voit comme un élément clé dans le fonctionnement harmonieux d'un groupe, comme si elle était la pièce manquante du puzzle qui rendrait tout complet et parfait. Elle est donc très attachée à son rôle d'élément central et s'attend à ce que les autres la reconnaissent comme telle."
84,Le soldat rose,2024-03-29T00:00:00+02:00,,"A l’occasion de ses 15 ans, Le Soldat Rose fait son grand retour sur scène dans une nouvelle mise en scène exceptionnelle en tournée dans toute la France.",Micropolis,3 Boulevard Ouest,Besançon,25000.0,France,NG productions,https://ngproductions.fr/spectacle/le-soldat-rose/65ddbeec62181/,"Jeune Public, Spectacle",https://sortir.besancon.fr/wp-content/uploads/2024/03/lesoldatrose-siteweb.jpg,https://sortir.besancon.fr/evenement/le-soldat-rose/,"Pour célébrer son 15ème anniversaire, Le Soldat Rose revient sur scène avec une mise en scène inédite et exceptionnelle qui sera présentée dans le cadre d'une tournée nationale qui parcourra toute la France. Cette nouvelle production promise de être un événement incontournable du monde du spectacle, réunissant les plus grands noms de l'industrie pour offrir au public une expérience théâtrale unique et inoubliable. Avec cette nouvelle mise en scène, Le Soldat Rose s'apprête à conquérir le cœur des français avec son mélange de musique, de danse et d'histoire, qui a fait de lui un spectacle culte et attendu par des générations de spectateurs. La tournée nationale sera l'occasion pour les fans de retrouver leur héros préféré dans une nouvelle lumière, avec des décors, des costumes et des effets spéciaux plus impressionnants que jamais. Les amateurs de théâtre et de musique vont être transportés dans un univers enchanteur et féerique, où la fantaisie et l'aventure prendront le dessus sur la réalité. Cette nouvelle production de Le Soldat Rose est donc attendue avec impatience par les spectateurs qui vont pouvoir retrouver leur spectacle préféré dans une nouvelle mise en scène qui promet d'être encore plus époustouflante que les précédentes."
85,Caroline Vigneaux,2024-04-03T00:00:00+02:00,,"Caroline est à la moitié de sa vie, pile entre les jeunes et les vieux : elle a un compte TikTok mais elle paie quelqu’un pour poster, parce qu’elle comprend rien!",Grand Kursaal,2 Place du Théâtre,Besançon,25000.0,France,NG productions,https://ngproductions.fr/spectacle/caroline-vigneaux/65a14b25aee92/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/01/Template-Affiche-Siteweb-CarolineVigneaux.jpg,https://sortir.besancon.fr/evenement/caroline-vigneaux/,"Caroline se trouve à un âge où elle est prise entre deux périodes de sa vie, celle des jeunes adultes et celle des personnes plus âgées. D'un côté, elle essaye de rester connectée avec les nouvelles technologies et les réseaux sociaux, comme en témoigne son compte sur TikTok. Cependant, d'un autre côté, elle n'a pas vraiment compris comment cela fonctionne et préfère donc confier cette tâche à quelqu'un d'autre, qu'elle paie pour poster des vidéos à sa place. Ce comportement montre qu'elle est encore en train de s'adapter à ce nouveau monde digital qui évolue rapidement. Elle n'a pas encore trouvé son rythme pour utiliser ces outils avec aisance et confiance. Cette situation la rend un peu perdue entre deux générations, celle des natifs du numérique et celle des personnes qui ont grandi avant l'avènement d'internet."
86,Felix Dhjan (humour),2024-04-04T00:00:00+02:00,,"Dans ce spectacle, Félix Dhjan se joue du monde moderne avec un style très singulier. Pensionnaire du Jamel Comedy Club sur Canal+, chroniqueur sur Rire et Chansons avec son personnage  » Monsieur Connard « , Félix débarque au Point Virgule avec un spectacle authentique, cru et hilarant.",Petit Kursaal,2 Place du Théâtre,Besançon,25000.0,France,NG productions,https://ngproductions.fr/spectacle/felix-dhjan/654bac15cdab6/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2023/05/Affiche-SiteFDB_FelixDhjan-770x1020-1-e1685438758947.jpg,https://sortir.besancon.fr/evenement/felix-dhjan-humour-2/,"Dans ce spectacle, Félix Dhjan se lance dans une critique acerbe du monde moderne, avec un style qui lui est propre et qui frappe par son originalité. Grâce à sa participation au Jamel Comedy Club sur Canal+, ainsi qu'à ses chroniques humoristiques sur Rire et Chansons où il incarne le personnage de ""Monsieur Connard"", Félix Dhjan arrive au Point Virgule avec un show qui promet d'être à la fois authentique, cru et hilarant. Avec son ton unique et sa plume acérée, il dépeint une société moderne qui se prend trop au sérieux, tout en nous faisant rire de nos propres travers. Au fil de ce spectacle, Félix Dhjan met à nu les contradictions et les absurdités du monde contemporain, avec un humour qui oscille entre la satire et l'auto-dérision. Sans tabou ni compromis, il nous propose un show qui est à la fois une critique sociale érudite et un moment de pur plaisir comique."
87,Gad Elmaleh,2024-04-10T00:00:00+02:00,,Gad sera en tournée en 2024 et 2025 avec son nouveau spectacle « Lui-même »,Micropolis,3 Boulevard Ouest,Besançon,25000.0,France,NG productions,https://ngproductions.fr/spectacle/gad-elmaleh/65dda651f0128/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/03/Gad-elmaleh-siteweb.jpg,https://sortir.besancon.fr/evenement/gad-elmaleh/,"Gad sera sur les routes en 2024 et 2025 avec son tout nouveau spectacle solo intitulé ""Lui-même"", une proposition scénique qui promet d'être à la fois drôle, touchante et profonde. Ce nouvel opus, qui porte le même titre que son auteur, est attendu avec impatience par les fans du célèbre humoriste français. Dans ce spectacle, Gad sera seul sur scène, prêt à partager avec le public ses pensées, ses émotions et ses expériences personnelles. ""Lui-même"" promet d'être un show exceptionnel qui permettra au public de découvrir une nouvelle facette de l'artiste, plus intime et plus personnelle que jamais. Les spectateurs pourront ainsi s'attendre à une soirée riche en émotions, avec des moments de rire, des instants de tendresse et des passages de réflexion. Avec ""Lui-même"", Gad sera enfin lui-même, sans fard ni masque, prêt à se livrer corps et âme au public. Cette tournée 2024-2025 s'annonce donc comme un événement incontournable pour tous les fans de Gad et de l'humour français."
88,Liane Foly,2024-04-12T00:00:00+02:00,,"Liane FOLY fête ses 35 ans de Carriere, dans un seule en scène époustouflant où se mêlent comédie, humour et imitations.",Petit Kursaal,2 Place du Théâtre,Besançon,25000.0,France,NG productions,https://ngproductions.fr/spectacle/liane-foly/6529536b29a76/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2023/11/Template-Affiche-Siteweb-LianeFoly.jpg,https://sortir.besancon.fr/evenement/liane-foly/,"Liane FOLY célèbre trente-cinq ans de carrière avec un spectacle solo époustouflant qui allie comédie, humour et imitations. Pour fêter ce jubilé, elle a conçu un show unique où elle se lance dans une série d'imitations hilarantes et de sketches drôles qui font exploser le rire du public. Au fil de la soirée, elle se transforme en une multitude de personnages, chaque fois plus surprenants les uns que les autres, démontrant ainsi son incroyable talent d'actrice et de comédienne. Les imitations sont si parfaites qu'on a l'impression de voir réellement les célébrités qu'elle incarne, ce qui ajoute encore plus à l'hilarité générale. Le public est conquis par sa présence scénique, son énergie et son charme, qui font de cette soirée un événement inoubliable. Au-delà d'une simple célébration, ce spectacle solo est une ode à la carrière de Liane FOLY, une façon de rendre hommage à son talent, à sa créativité et à son engagement sans faille dans le monde du spectacle."
89,Franjo (humour),2024-10-24T00:00:00+02:00,,"Il vous a sûrement fait rire sur internet, vous allez rire au moins 20 fois plus si vous venez voir son spectacle !",Petit Kursaal,2 Place du Théâtre,Besançon,25000.0,France,NG productions,https://ngproductions.fr/spectacle/franjo/65b8b60e7b721/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2023/08/Template-Affiche-Siteweb-Franjo.jpg,https://sortir.besancon.fr/evenement/franjo-humour/,"Vous avez déjà été victime de ses humouristes trouvailles sur internet, mais cela ne représente que la partie émergée de l'iceberg ! Venez découvrir son spectacle et vous allez être saisi d'un fou rire qui vous prendra à la gorge, vous faisant pousser des gloussements et des hoquets impossibles à réprimer. Au moins vingt fois plus drôle que ce que vous avez pu voir en ligne, ce show est une véritable bombe à retardement qui attend de vous faire exploser de rire ! Les plaisanteries fusent à tout va, les situations absurdes s'enchaînent à un rythme infernal et les personnages déjantés vous font perdre pied. Vous allez avoir du mal à reprendre votre souffle entre deux éclats de rire, tant le spectacle est habilement conçu pour vous faire basculer dans l'hilarité la plus totale ! Alors n'attendez plus, venez vite découvrir ce spectacle qui va vous faire mourir de rire !"
90,Sur les traces de La Pérouse,2024-05-14T00:00:00+02:00,2024-06-28T23:59:59+02:00,Jeu de piste autour d’une expédition. Dans le cadre de l’exposition « Dessine-moi ta planète » de la Citadelle.,Médiathèque Pierre Bayle,"27, Avenue de la République",Besançon,25000.0,France,Bibliothèques municipales de Besançon,https://bibliotheques.besancon.fr/,"Jeune Public, Loisirs",https://sortir.besancon.fr/wp-content/uploads/2024/03/1-14.jpg,https://sortir.besancon.fr/evenement/sur-les-traces-de-la-perouse/,"Dans le contexte de l'exposition « Dessine-moi ta planète » à la Citadelle, une expédition exceptionnelle vous attend ! Partez à la découverte d'un jeu de piste qui vous fera voyager à travers un univers créatif et imaginatif. Cette aventure ludique vous permettra de vous immerger dans un monde où l'art et l'environnement se rencontrent. Au fil de votre parcours, vous devrez relever des défis et résoudre des énigmes qui vous conduiront à la découverte d'un monde soutenable et respectueux de la planète.

Chaque étape du jeu de piste vous fera découvrir un aspect différent de notre environnement, que ce soit la biodiversité, les ressources naturelles ou le réchauffement climatique. Vous serez amenés à réfléchir de manière créative et à trouver des solutions innovantes pour protéger notre planète.

Grâce à cette expédition interactive, vous développerez votre esprit d'initiative et votre sens de l'orientation tout en découvrant les dernières tendances en matière de développement durable. Vous serez également encouragés à partager vos propres idées et créations pour contribuer à la sauvegarde de la planète.

Ainsi, rejoignez-nous pour une aventure inoubliable qui vous fera voyager au cœur même de notre planète !"
91,Bain musical (0-4 ans),2024-06-05T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Plongée dans la musique avec le tout-petit: jeux de doigts, chansons à gestes, découverte d’instruments, histoires musicales, rondes, etc.",Le Bastion,"16, avenue Gaulard",Besançon,25000.0,France,Association le Bastion,,"Jeune Public, Loisirs",https://sortir.besancon.fr/wp-content/uploads/2023/07/CARRE_ADK.jpg,https://sortir.besancon.fr/evenement/bain-musical-0-4-ans/2024-06-05/,"Immersez-vous dans l'univers sonore avec votre petit compagnon ! Des jeux de doigts créatifs aux chansons à gestes, en passant par la découverte d'instruments de musique et les histoires musicales qui font rêver. Les rondes chantantes et les comptines rythmées sont également au programme pour vous faire vivre une expérience musicale inoubliable avec votre tout-petit. Dans cet univers sonore, les petits découvrent la magie de la musique à travers des activités ludiques et interactives qui les font bouger, chanter et s'exprimer librement. Les jeux de doigts permettent d'apprendre les premiers rudiments de la musique en s'amusant, tandis que les chansons à gestes encouragent l'expression corporelle et la créativité. Les instruments de musique sont également présentés de manière ludique pour susciter la curiosité des petits et leur faire découvrir les sons et les timbres. Les histoires musicales et les rondes chantantes sont conçues pour transporter les enfants dans un univers imaginaire où la musique est reine, favorisant ainsi leur développement cognitif et émotionnel."
92,Atelier Dessin : portrait Renaissance,2024-06-05T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Après une initiation aux techniques fondamentales du dessin : observation, esquisse, proportion, ombre et lumière, texture… réalise ton autoportrait et sublime-le à la sauce Renaissance !",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000.0,France,Musée des Beaux-Arts et d’Archéologie,,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/3-7.jpg,https://sortir.besancon.fr/evenement/atelier-dessin-portrait-renaissance/2024-06-05/,"Après avoir acquis les compétences de base en dessin, notamment l'observation, la esquisse, la proportion, l'ombre et la lumière, la texture, etc., vous allez créer votre autoportrait avec confiance. Ensuite, vous pourrez le sublimer en lui donnant un style Renaissance, caractérisé par une grande richesse de détails et une atmosphère chargée d'émotions. Vous apprendrez à jouer avec les ombres et la lumière pour créer des effets dramatiques, à utiliser des techniques de hachures et de stries pour ajouter de la texture et de la profondeur à votre dessin, et à intégrer des éléments décoratifs tels que des ornements ou des motifs pour donner à votre autoportrait un air noble et éthéré. Vous découvrirez comment les artistes de la Renaissance ont utilisé ces techniques pour créer des œuvres d'art monumentales et comment vous pouvez appliquer ces mêmes principes à votre propre travail. Au fil de cet atelier, vous développerez vos compétences en dessin et votre créativité, tout en apprenant à maîtriser les techniques classiques du dessin pour créer des œuvres d'art sublimes et émouvantes."
93,Visite de la ferme et atelier « trace d’animaux en plâtre »,2024-06-05T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Après une visite de la ferme et un petit gouter fermier, vous pourrez participer à un atelier de découverte des traces d’animaux de la ferme et de la fabrication d’une trace de votre animal préféré en plâtre.",La ferme de Malpas,ile de Malpas 68 chemin de Mazagran,Besançon,25000.0,,la ferme de Malpas,https://www.lafermedemalpas.fr/reservez-votre-visite-grand-public/,"Jeune Public, Visites",https://sortir.besancon.fr/wp-content/uploads/2024/05/Empreintes3.jpg,https://sortir.besancon.fr/evenement/visite-de-la-ferme-et-atelier-trace-danimaux-en-platre/,"Suite à une exploration de la ferme agricole, vous aurez l'opportunité de vous ressourcer avec un délicieux goûter rustique. Ensuite, vous pourrez vous joindre à un atelier de découverte passionnant où vous apprendrez à identifier les empreintes des différents animaux qui peuplent la ferme. Vous pourrez même créer votre propre empreinte en plâtre de l'animal qui vous plaît le plus, une activité créative et ludique qui ravira petits et grands ! C'est l'occasion idéale pour les enfants de découvrir les différentes espèces d'animaux qui vivent sur la ferme et de comprendre leur habitat naturel. Les adultes, quant à eux, apprécieront la beauté des paysages champêtres et la tranquillité du milieu rural. L'atelier créatif vous permettra de prendre votre temps pour observer les détails des empreintes, de découvrir les particularités de chaque animal et de créer une œuvre d'art unique qui servira de souvenir de cette journée ensoleillée passée à la ferme."
94,Biergarten du Bastion : 40 ans,2024-06-07T00:00:00+02:00,2024-06-09T23:59:59+02:00,"Trois jours de festivité du 07 au 09 juin pour célébrer la scène locale et régionale, le tout à l’intérieur et aux abords du Bastion.",Le Bastion,"16, avenue Gaulard",Besançon,25000.0,France,Association le Bastion,https://www.facebook.com/events/815373390463512/?ref=newsfeed,"Jeune Public, Loisirs",https://sortir.besancon.fr/wp-content/uploads/2024/05/441640959_841131618048222_3549664832109149737_n.jpg,https://sortir.besancon.fr/evenement/biergarten-du-bastion-40-ans/,"Durant trois jours, du 7 au 9 juin, le Bastion sera le théâtre d'une grande fête destinée à mettre en valeur la scène locale et régionale. L'événement se déroulera à l'intérieur et aux alentours de ce lieu emblématique, offrant ainsi un contexte unique pour célébrer les talents et les créations issues de notre région. Les visiteurs pourront découvrir et apprécier la richesse culturelle et artistique qui nous entoure, tout en profitant d'une atmosphère festive et conviviale. La diversité des activités proposées permettra à chaque personne de trouver son compte, qu'elle soit amatrice de musique, de danse, de théâtre ou simplement curieuse de découvrir les dernières tendances artistiques. Les organisateurs ont mis en place un programme riche et varié, conçu pour plaire au plus grand nombre, avec des concerts, des spectacles, des expositions et bien d'autres surprises. La fête sera également l'occasion de partager des moments conviviaux autour de la nourriture et des boissons locales, qui seront proposées sur place. En somme, ces trois jours de festivité promettent d'être inoubliables, offrant une opportunité unique de découvrir et de célébrer tout ce que notre région a à offrir."
95,Réalisation d’un herbier,2024-06-08T00:00:00+02:00,2024-06-08T23:59:59+02:00,Dans le cadre de l’exposition « Dessine-moi ta planète » de la Citadelle.,Médiathèque Pierre Bayle,"27, Avenue de la République",Besançon,25000.0,France,Bibliothèques municipales de Besançon,https://bibliotheques.besancon.fr/,"Jeune Public, Loisirs",https://sortir.besancon.fr/wp-content/uploads/2024/03/1-14.jpg,https://sortir.besancon.fr/evenement/realisation-dun-herbier/,"Dans le contexte de la manifestation culturelle intitulée ""Dessine-moi ta planète"" organisée au sein de la Citadelle, nous sommes conviés à une exploration créative et artistique qui nous invite à repenser notre environnement et notre avenir. Cette exposition originale propose une réflexion sur l'importance de la sauvegarde de la planète, en mettant en avant les thèmes du développement durable, de la biodiversité et de la lutte contre le changement climatique. À travers des installations, des vidéos, des photographies et des œuvres d'art variées, les visiteurs pourront découvrir et comprendre les enjeux planétaires actuels, tout en étant stimulés à réfléchir de manière créative aux solutions possibles pour un avenir plus durable. Cette exposition interactive et immersive offre une opportunité unique de sensibilisation et d'éducation sur l'environnement, destinée à inspirer les jeunes générations à prendre des actions concrètes pour protéger la planète. En somme, ""Dessine-moi ta planète"" est un appel à l'action et à la créativité pour bâtir un avenir plus équitable et plus durable pour tous."
96,Atelier Cyanotype « crée ton affiche » | Biergarten des 40 ans,2024-06-09T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Le Biergarten du Bastion, c’est aussi pour les familles !",Le Bastion,"16, avenue Gaulard",Besançon,25000.0,France,Le Bastion,,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/WEB_FOCUS_CARRE_ATELIERS_CYANOTYPE-scaled.jpg,https://sortir.besancon.fr/evenement/atelier-cyanotype-cree-ton-affiche-biergarten-des-40-ans/,"Le Biergarten du Bastion, c'est l'endroit idéal pour les familles qui cherchent à passer un moment agréable ensemble ! Ce magnifique espace en plein air offre une atmosphère chaleureuse et conviviale, parfaitement adaptée aux enfants. Les petits peuvent s'éclater dans le jardin aménagé spécialement pour eux, tandis que les parents se détendent et profitent d'un verre de bière fraîche ou d'un repas délicieux. Le Biergarten du Bastion est également équipé d'une aire de jeux pour les enfants, où ils peuvent s'amuser en toute sécurité sous l'œil vigilant des adultes. C'est l'endroit idéal pour créer des souvenirs inoubliables avec vos proches et passer un moment inoubliable ensemble. Que vous soyez une famille nombreuse ou une petite tribu, le Biergarten du Bastion saura répondre à vos attentes et vous offrir une expérience mémorable."
97,Éveil tout-petits (18 mois – 3 ans),2024-06-09T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Ici on scrute les animaux dans un ou deux tableaux, avec des bruits, des comptines, des histoires, des marionnettes…",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000.0,France,Musée des Beaux-Arts et d’Archéologie,,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2021/06/188040082_4533246390036738_7195393596825083453_n-e1671175782271.jpg,https://sortir.besancon.fr/evenement/visite-guidee-tout-petits-18-mois-3-ans/2024-06-09/,"Dans cet espace, nous nous adonnons à l'observation des animaux à travers un ou deux tableaux vivants, où se mêlent sons et bruits, comptines rythmées, histoires imaginaires et marionnettes animées. Les enfants peuvent ainsi découvrir les différents règnes de la faune, des mammifères aux oiseaux, en passant par les reptiles et les insectes, dans un environnement ludique et interactif. Chaque tableau est conçu pour éveiller leur curiosité et leur imagination, en leur offrant une expérience sensorielle riche et variée. Les bruits des animaux, associés aux mouvements et aux gestes des marionnettes, créent un univers sonore captivant qui les transporte dans un monde de fantasy. Les histoires et les comptines, quant à elles, ajoutent une dimension narrative et rythmique à l'expérience, en leur permettant de se retrouver dans des situations et des scénarios variés. C'est ainsi que, petit à petit, les enfants peuvent développer leur connaissance du monde animal, tout en s'amusant et en s'émerveillant face aux créatures qui les entourent."
98,Visite de la ferme et atelier « kokedema »,2024-06-12T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Après une visite de la ferme et un petit goûter fermier, vous pourrez participer à un atelier « kokedema » afin de fabriquer un pot de fleur personnalisé et naturel en argile et mousse.",La ferme de Malpas,ile de Malpas 68 chemin de Mazagran,Besançon,25000.0,,la ferme de Malpas,https://www.lafermedemalpas.fr/reservez-votre-visite-grand-public/,"Jeune Public, Visites",https://sortir.besancon.fr/wp-content/uploads/2024/05/kokedama.jpg,https://sortir.besancon.fr/evenement/visite-de-la-ferme-et-atelier-kokedema/,"Suite à une excursion à la ferme, où vous pourrez découvrir les spécificités de l'élevage et déguster quelques spécialités fermières, vous serez conviés à un atelier créatif nommé « kokedema » qui vous permettra de créer un pot de fleur unique en son genre, entièrement naturel, réalisé à partir d'argile et de mousse. Dans ce contexte, vous pourrez laisser libre cours à votre imagination et donner vie à une œuvre d'art personnalisée qui reflète votre créativité et votre goût pour les choses naturelles. Cet atelier vous offre l'opportunité de découvrir les propriétés des matériaux naturels, tels que l'argile et la mousse, et de comprendre comment ils peuvent être utilisés pour créer des objets esthétiques et fonctionnels. Vous repartirez avec votre pot de fleur unique, qui sera non seulement un souvenir de cette journée agréable, mais également une décoration originale pour votre intérieur ou votre jardin."
99,Atelier fabrication d’un arbre des saisons,2024-06-15T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Le monde autour de nous change au fil de l’année et des saisons. Lors de l’atelier, les tout-petits fabriqueront un arbre des saisons qui les accompagnera tout au long de leur voyage à travers l’année.",Musée du Temps,96 Grande Rue,Besançon,25000.0,France,Musée du Temps,,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/IMG_6324-scaled.jpg,https://sortir.besancon.fr/evenement/atelier-fabrication-dun-arbre-des-saisons/2024-06-15/,"Notre environnement évolue en fonction des mois et des saisons. C'est pourquoi, lors de cet atelier, les petits explorateurs vont créer un arbre des saisons qui sera leur compagnon de route tout au long de leur périple à travers l'année. Ils pourront ainsi observer et comprendre les changements qui se produisent autour d'eux, mois après mois. Cet arbre unique leur permettra de visualiser les différentes étapes de la croissance des plantes, les migrations des oiseaux, les chutes de neige ou les journées ensoleillées. Les enfants pourront alors appréhender le cycle des saisons et comprendre pourquoi certaines activités ou certains aliments sont liés à une période spécifique de l'année. Cet atelier leur offrira également la possibilité d'exprimer leur créativité en décorant leur arbre avec des éléments naturels tels que des feuilles, des fleurs, des pommes ou des ornements de Noël. Ils pourront ainsi développer leur imagination et leur sensibilité envers la nature qui les entoure."
100,Atelier moulage méduse,2024-06-16T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Méduse, la Vouivre, Hercule ou Œdipe, découvre à travers les œuvres du Musée les mythes antiques, les légendes, les héros et les monstres qui les peuplent,  puis fabrique ta tête de méduse en argile.",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000.0,France,Musée des Beaux-Arts et d’Archéologie,,"Jeune Public, Visites",https://sortir.besancon.fr/wp-content/uploads/2024/03/4.mosaique-meduse-detail-MBAA.jpg,https://sortir.besancon.fr/evenement/vacances-au-musee-mythes-et-legendes/2024-06-16/,"Dans ce parcours créatif, vous allez découvrir les mythes et légendes de l'Antiquité à travers les œuvres du Musée. Vous rencontrerez des personnages mythiques tels que Méduse, la Vouivre, Hercule ou Œdipe, qui vont vous inspirer pour créer votre propre tête de Méduse en argile. Vous allez ainsi plonger dans l'univers fascinant des héros et des monstres légendaires, où les créatures mythologiques prennent vie sous vos yeux. Au fil de cette aventure artistique, vous allez vous laisser guider par votre imagination pour modeler votre Méduse en argile, en vous inspirant des techniques et des styles des œuvres exposées au Musée. Vous découvrirez ainsi les secrets de l'art antique et apprendrez à représenter ces créatures légendaires avec talent et créativité. Votre propre Méduse prendra vie sous vos doigts, avec ses cheveux de serpents et son regard hypnotisant, prête à être exposée au grand public."
101,Visite de la ferme et atelier « peinture végétale »,2024-06-16T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Après une visite de la ferme et un petit gouter fermier, vous pourrez participer à un atelier de peinture végétale et apprendre à utiliser les pigments et liants naturels trouvés dans la nature.",La ferme de Malpas,ile de Malpas 68 chemin de Mazagran,Besançon,25000.0,,la ferme de Malpas,https://www.lafermedemalpas.fr/reservez-votre-visite-grand-public/,"Jeune Public, Visites",https://sortir.besancon.fr/wp-content/uploads/2024/05/peinturevegetaleveirmagazine-674x1024-1.jpg,https://sortir.besancon.fr/evenement/visite-de-la-ferme-et-atelier-peinture-vegetale/,"Suite à une exploration de la ferme agricole, vous aurez l'opportunité de savourer un petit en-cas rustique et authentique. Ensuite, vous pourrez vous adonner à votre créativité lors d'un atelier de peinture végétale unique en son genre. Sous la guidance d'un expert, vous apprendrez à extraire les pigments naturels des éléments végétaux et minéraux que l'on trouve dans la nature. Vous découvrirez comment utiliser ces matières premières pour créer vos propres couleurs et liants organiques. Ce processus créatif vous permettra de concevoir des œuvres d'art originales et éthiquement responsables, en harmonie avec l'environnement. Vous repartirez avec une nouvelle compréhension de la peinture végétale et un sentiment de connexion profonde avec la nature qui vous entoure."
